,REG_NO,Brand,Model,CC,Manufactured_Date,DEALER_ID,DEALERSHIP_NAME,Purchase_date,Color,Purchase_Price,Source,Refurbish_Date,Variant,PART_DESCRIPTION,Part_Cost,Labour_Description,Labour_Amount,Refurbished_price,Sale_Date,Year,Sale_Price,Financier,Model_new,Varient,Age
721,TN37DK5316,HONDA,UNICORN,150.0,2021,100000019.0,SRI VENKATESWAR AUTOS,2022-03-03,NAN,98000.0,WALK IN,2022-03-03,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,380.34,,0.0,330.0,2022,2022.0,104000.0,OTHERS,CB UNICORN 160,,1
727,AP39GG2669,BAJAJ,PULSAR 150 DTSI,150.0,2020,100000023.0,WHEELSMART,2022-05-21,NAN,81500.0,WALK IN,2022-06-15,,ENG OIL,345.76,,0.0,300.0,2022,2022.0,104500.0,NAN,PULSAR 150,DTSI,2
730,TN30BH6847,HONDA,DIO CBS BSIV,110.0,2017,100000020.0,JAISUBHA MOTORS,2022-06-30,NAN,40000.0,WALK IN,2022-07-30,,ENGINE OIL,350.0,,0.0,350.0,2022,2022.0,44000.0,NAN,DIO,BSIV,5
731,TN99M8547,TVS,JUPITER BSIV,110.0,2018,100000019.0,SRI VENKATESWAR AUTOS,2021-12-20,C WHITE,45000.0,WALK IN,2021-12-21,110cc,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,714.58,GENERAL SERVICING  - MCYCLE,650.0,960.0,2022,2022.0,52000.0,NAN,JUPITER,BSIV,4
733,MH04HT2943,HONDA,DIO,110.0,2016,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-03-30,NAN,25000.0,WALK IN,2022-03-30,,,,,0.0,,2022,2022.0,26104.0,NAN,DIO,,6
736,DL11SQ5250,TVS,JUPITER,110.0,2017,100000003.0,KRISH AUTOMOBILES,2022-03-11,TITANIUM GREY,19000.0,WALK IN,2022-03-11,110cc,,,,0.0,,2022,2022.0,53900.0,OTHERS,JUPITER,,5
741,DL4SDH1631,TVS,JUPITER,110.0,2015,100000003.0,KRISH AUTOMOBILES,2021-03-16,BLACK,8500.0,WALK IN,2021-03-23,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,290.0,WATER  WASH - SCOOTER,50.0,340.0,2022,2022.0,25500.0,NAN,JUPITER,,7
743,RJ44SE5237,HERO,HF DELUXEE SELF-DRUM-CAST,97.0,2019,100000013.0,SHANTI TRUMOTO,2021-02-04,NAN,39837.0,WALK IN,2021-03-13,,TAYAR,1401.56,GENERAL SERVICING  - MC 100-350CC,425.0,1575.0,2022,2022.0,49859.0,HEROFIN,HF DELUXE,DRUM SELF CAST,3
746,MH05DR9388,TVS,JUPITER BSIV,110.0,2018,100000018.0,SHREE LAXMI  AUTOMOBILES,2021-10-23,NAN,47000.0,WALK IN,2021-10-31,110cc,BRAKE SHOE SET 130 DIA 28MM WIDTH NEW,210.84,CLUTCH O/H - SCOOTER,145.0,318.0,2021,2021.0,48120.0,NAN,JUPITER,BSIV,3
748,UP32HU6479,HERO,PASSION PRO I3S-SELF-DRUM-CAST,110.0,2017,100000005.0,RAFTAAR TRUMOTO,2021-01-11,NAN,36000.0,WALK IN,2021-01-20,,REF.,350.0,LABOUR CHARGE,10.0,360.0,2021,2021.0,44400.0,HEROFIN,PASSION PRO,I3S SELF DRUM CAST,4
750,TN30BK0873,HONDA,DIO CBS BSIV,110.0,2018,100000020.0,JAISUBHA MOTORS,2022-10-27,NAN,62000.0,TELEPHONE,2022-10-31,,ENGINE OIL,350.0,,0.0,350.0,2022,2022.0,64000.0,NAN,DIO,BSIV,4
751,UP32HA3830,TVS,SCOOTY PEPPLUS,88.0,2015,100000005.0,RAFTAAR TRUMOTO,2022-06-10,PURPLE,27000.0,WALK IN,2022-06-29,,ENGINE OIL,218.98,Carburattor overhaul  - MC 100-135CC,125.0,315.0,2022,2022.0,39000.0,NAN,SCOOTY PEPPLUS,,7
758,MH05DM5770,YAMAHA,FZS (TC-RG442),149.0,2017,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-09-17,NAN,35000.0,WALK IN,2022-10-09,,TVS TRU4 SKUUTA 10W30 ENGINE OIL 900ML,390.0,STEERRING O/H,750.0,1140.0,2022,2022.0,39000.0,NAN,FZS,,5
761,DL3SDC8371,TVS,APACHE RTR 160,160.0,2016,100000004.0,AHINSHA TRUMOTO,2022-03-31,PEARL WHITE,32000.0,WALK IN,2022-03-31,,,,,0.0,,2022,2022.0,60000.0,NAN,APACHE RTR160,,6
762,TN90F5553,SUZUKI,ACCESS 125 DISC(ALLOY WHEEL),124.0,2021,100000020.0,JAISUBHA MOTORS,2022-05-14,NAN,81000.0,WALK IN,2022-05-14,,,,,0.0,,2022,2022.0,87000.0,NAN,ACCESS 125,DISC ALLOY WHEEL,1
766,RJ07JS4403,HERO,HF DELUXEE KICK-DRUM-CAST,97.0,2020,100000013.0,SHANTI TRUMOTO,2022-10-30,NAN,36576.0,OUTDOOR ACTIVITY,2022-10-30,,FUEL PUMP MODULE,2833.0,,220.0,3053.0,2022,2022.0,45928.0,SCUF(SRIRAM),HF DELUXE,KICK DRUM CAST,2
771,DL3SES6757,YAMAHA,-FZS,149.0,2020,100000003.0,KRISH AUTOMOBILES,2021-10-08,NAN,78000.0,WALK IN,2021-10-28,,,,,0.0,,2021,2021.0,101520.0,NAN,FZS,,1
772,DL3SCZ9195,TVS,JUPITER,110.0,2016,100000004.0,AHINSHA TRUMOTO,2022-03-09,MAG PURPLE,19000.0,WALK IN,,,,,,,,2022,2022.0,51000.0,NAN,JUPITER,,6
774,AP26BN8227,BAJAJ,PULSAR 220 DTSI F,220.0,2017,100000027.0,WHEELSMART,2022-05-24,NAN,74000.0,WALK IN,2022-05-24,,,,,0.0,,2022,2022.0,96000.0,NAN,PULSAR 220,DTSI F,5
776,TN99L9824,BAJAJ,PULSAR 150 DTSI,150.0,2018,100000019.0,SRI VENKATESWAR AUTOS,2022-04-20,NAN,68000.0,WALK IN,2022-04-20,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,422.98,GENERAL SERVICING  - MCYCLE,650.0,1017.0,2022,2022.0,74000.0,NAN,PULSAR 150,DTSI,4
777,TN99P1044,TVS,JUPITER ZX BSIV,110.0,2018,100000019.0,SRI VENKATESWAR AUTOS,2022-01-19,BLACK,39000.0,WALK IN,2022-01-19,110CC,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,380.34,GENERAL SERVICING  - MCYCLE,650.0,980.0,2022,2022.0,40680.0,OTHERS,JUPITER ZX,BSIV,4
778,TN24AY3448,TVS,APACHE RTR 160,160.0,2022,100000020.0,JAISUBHA MOTORS,2022-07-30,PEARL WHITE,112000.0,WALK IN,2022-08-22,,ENGINE OIL,350.0,,0.0,350.0,2022,2022.0,128000.0,NAN,APACHE RTR160,,0
779,AP39LZ4111,ROYAL ENFIELD,CLASSIC 350 EFI,350.0,2020,100000026.0,WHEELSMART,2022-10-17,NAN,162000.0,OUTDOOR ACTIVITY,2022-12-09,,,,,0.0,,2022,2022.0,169100.0,NAN,CLASSIC 350,EFI,2
780,TN30BE5593,HONDA,CB UNICORN 160 CBS BSIII,150.0,2016,100000020.0,JAISUBHA MOTORS,2021-11-15,NAN,45000.0,WALK IN,2021-11-15,160cc Cbs,,,,0.0,,2021,2021.0,46180.0,NAN,CB UNICORN 160,CBS BSIII,5
781,TN99P9078,ROYAL ENFIELD,CLASSIC 350 ABS,350.0,2019,100000019.0,SRI VENKATESWAR AUTOS,2022-07-20,NAN,152000.0,WALK IN,2022-07-20,350 S ABS,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,362.0,GENERAL SERVICING  - MCYCLE,650.0,1012.0,2022,2022.0,155000.0,OTHERS,CLASSIC 350,ABS,3
783,AP31EJ8781,BAJAJ,PULSAR 150 DTSI,150.0,2018,100000026.0,WHEELSMART,2022-05-30,NAN,65000.0,OUTDOOR ACTIVITY,2022-06-06,,,,,0.0,,2022,2022.0,79000.0,NAN,PULSAR 150,DTSI,4
786,TN90B9174,TVS,JUPITER BSIV,110.0,2017,100000020.0,JAISUBHA MOTORS,2022-02-28,TITANIUM GREY,45000.0,WALK IN,2022-02-28,110cc,,,,0.0,,2022,2022.0,51000.0,NAN,JUPITER,BSIV,5
788,DL5SBS2682,TVS,JUPITER BSIV,110.0,2018,100000021.0,BAJWA AUTOMOBILES,2022-05-29,TITANIUM GREY,41000.0,TELEPHONE,2022-05-29,110cc,ENGINE OIL,420.68,WATER  WASH - MOPED,45.0,410.0,2022,2022.0,55002.0,NAN,JUPITER,BSIV,4
791,DL9SBM5021,HONDA,AVIATOR,110.0,2017,100000003.0,KRISH AUTOMOBILES,2021-03-16,NAN,20000.0,WALK IN,2021-03-23,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,290.0,WATER  WASH - SCOOTER,50.0,340.0,2022,2022.0,57000.0,NAN,AVIATOR,,5
792,AP31DJ2814,ROYAL ENFIELD,CLASSIC  350 UCE  BSIII,350.0,2016,100000023.0,WHEELSMART,2022-05-05,NAN,106770.0,WALK IN,2022-05-09,350cc,,,,0.0,,2022,2022.0,133230.0,NAN,CLASSIC 350,BSIII,6
793,TN99H2592,ROYAL ENFIELD,CLASSIC 350 UCE,350.0,2017,100000019.0,SRI VENKATESWAR AUTOS,2021-11-11,NAN,116000.0,TELEPHONE,2021-11-23,350cc,,,,0.0,,2022,2022.0,120480.0,OTHERS,CLASSIC 350,UCE,5
794,MH05CD0706,HONDA,DIO DLX,110.0,2014,100000018.0,SHREE LAXMI  AUTOMOBILES,2021-09-07,NAN,26000.0,WALK IN,2021-09-07,,BRAKE SHOE SET 130 DIA 28MM WIDTH NEW,162.09,CLUTCH O/H - SCOOTER,145.0,278.0,2021,2021.0,29920.0,NAN,DIO,,7
799,DL8SCA7198,TVS,JUPITER,110.0,2017,100000017.0,RAJPOOT BEST DEALS PVT LTD,2022-10-29,C WHITE,27000.0,E MAIL,2022-10-29,,,,,0.0,,2022,2022.0,46000.0,NAN,JUPITER,,5
800,TN30BH1594,HONDA,ACTIVA 125 BS IV,125.0,2017,100000020.0,JAISUBHA MOTORS,2022-03-07,NAN,52000.0,WALK IN,2022-03-07,,,,,0.0,,2022,2022.0,56000.0,NAN,ACTIVA 125,BSIV,5
802,TN30BM8331,BAJAJ,CT 100 ES,102.0,2019,100000020.0,JAISUBHA MOTORS,2022-06-15,NAN,43000.0,WALK IN,2022-08-17,,ENGINE OIL,350.0,,0.0,350.0,2022,2022.0,52000.0,NAN,CT 100,ES,3
803,MH05EN5402,TVS,JUPITER ZX,110.0,2020,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-06-26,MAG PURPLE,50500.0,WALK IN,2022-06-26,110CC BS6,TVS TRU4 SKUUTA 10W30 ENGINE OIL 900ML,449.49,FRONT FORK JOBS,100.0,490.0,2022,2022.0,63502.0,NAN,JUPITER ZX,,2
804,DL8SCB2512,TVS,JUPITER,110.0,2017,100000017.0,RAJPOOT BEST DEALS PVT LTD,2022-03-17,C WHITE,22000.0,WALK IN,,,,,,,,2022,2022.0,50000.0,NAN,JUPITER,,5
805,MH03DL6888,SUZUKI,ACCESS 125,124.0,2019,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-04-23,NAN,48000.0,WALK IN,2022-08-09,,TVS TRU4 SKUUTA 10W30 ENGINE OIL 900ML,390.0,CLUTCH O/H - SCOOTER,145.0,535.0,2022,2022.0,62000.0,NAN,ACCESS 125,,3
807,AP39EX5602,HONDA,DIO DRUM,110.0,2020,100000023.0,WHEELSMART,2022-07-26,NAN,61000.0,WALK IN,2022-08-16,,ACTIVA SWITCH INDICATOR UNO-MINDA,70.0,,0.0,70.0,2022,2022.0,75000.0,NAN,DIO,,2
811,DL3SDJ9585,TVS,JUPITER,110.0,2016,100000004.0,AHINSHA TRUMOTO,2021-10-24,MAG PURPLE,0.0,WALK IN,,,,,,,,2021,2021.0,47040.0,NAN,JUPITER,,5
812,DL11SR7741,TVS,JUPITER BSIV,110.0,2017,100000003.0,KRISH AUTOMOBILES,2021-08-06,SPARKLING SILVER,21000.0,WALK IN,,,,,,,,2021,2021.0,40040.0,OTHERS,JUPITER,BSIV,4
814,RJ07GS8386,HERO,HF DELUXEE SELF-DRUM-CAST,97.0,2019,100000013.0,SHANTI TRUMOTO,2022-06-24,NAN,40450.0,WALK IN,2022-06-24,IBS KICK ALLOY 100cc,CHAIN COVER KIT,487.5,BAL,600.0,1000.0,2022,2022.0,47712.0,SCUF(SRIRAM),HF DELUXE,DRUM SELF CAST,3
815,DL8SCX7267,ROYAL ENFIELD,CLASSIC 350 EFI,350.0,2021,100000017.0,RAJPOOT BEST DEALS PVT LTD,2022-10-26,NAN,145000.0,E MAIL,2022-10-26,,,,,0.0,,2022,2022.0,173000.0,NAN,CLASSIC 350,EFI,1
818,TN23CQ1890,HONDA,DIO,110.0,2019,100000022.0,BALAMURUGAN AUTOMOBILES,2022-08-15,NAN,55000.0,WALK IN,2022-08-15,,,,,0.0,,2022,2022.0,56000.0,NAN,DIO,,3
821,DL11SM6190,HONDA,CB125 SHINE SP,125.0,2016,100000003.0,KRISH AUTOMOBILES,2021-08-24,NAN,19000.0,WALK IN,2021-11-23,125CC,,,,0.0,,2021,2021.0,32944.0,OTHERS,SHINE,SP,5
824,DL8SCD1461,HONDA,ACTIVA 125,125.0,2017,100000017.0,RAJPOOT BEST DEALS PVT LTD,2022-10-16,NAN,24500.0,E MAIL,2022-10-16,,,,,0.0,,2022,2022.0,55500.0,NAN,ACTIVA 125,,5
825,DL2SN7542,HONDA,AVIATOR DLX,110.0,2015,100000021.0,BAJWA AUTOMOBILES,2022-10-31,NAN,29500.0,TELEPHONE,2022-10-31,,,,,0.0,,2022,2022.0,32500.0,NAN,AVIATOR,,7
826,RJ13GS2982,HERO,SPLENDOR PLUS SELF-DRUM-CAST,97.0,2020,100000013.0,SHANTI TRUMOTO,2022-02-25,NAN,49500.0,WALK IN,2022-02-25,100CC BLACK AND ACCENT EDITION,JUPITER SEAT COVER,243.75,,0.0,200.0,2022,2022.0,54218.0,SCUF(SRIRAM),SPLENDOR PLUS,DRUM SELF CAST,2
828,DL14SJ2790,YAMAHA,FZS,149.0,2019,100000021.0,BAJWA AUTOMOBILES,2022-11-04,NAN,49500.0,TELEPHONE,2022-11-04,,,,,0.0,,2022,2022.0,54500.0,NAN,FZS,,3
829,AP26BT7461,ROYAL ENFIELD,CLASSIC 350,350.0,2017,100000027.0,WHEELSMART,2022-05-24,NAN,121500.0,WALK IN,2022-05-24,350cc,,,,0.0,,2022,2022.0,109500.0,OTHERS,CLASSIC 350,,5
831,RJ31SR8050,TVS,SPORT DURALIFE,110.0,2020,100000013.0,SHANTI TRUMOTO,2022-06-13,POLY BLACK,27200.0,WALK IN,,,,,,,,2022,2022.0,29996.0,SCUF(SRIRAM),SPORT,DURALIFE,2
832,RJ02BQ3088,HERO,HF DELUXEE KICK-DRUM-CAST,97.0,2020,100000009.0,PAKHI TRUMOTO,2020-12-03,NAN,50000.0,WALK IN,2020-12-13,,,,,0.0,,2021,2021.0,51680.0,NAN,HF DELUXE,KICK DRUM CAST,1
834,DL11SZ0320,TVS,JUPITER BSIV,110.0,2019,100000004.0,AHINSHA TRUMOTO,2022-04-25,TITANIUM GREY,44000.0,WALK IN,2022-04-25,110CC,,,,0.0,,2022,2022.0,52000.0,NAN,JUPITER,BSIV,3
837,MH05DV2821,YAMAHA,FASCINO,113.0,2018,100000018.0,SHREE LAXMI  AUTOMOBILES,2021-10-19,NAN,42500.0,WALK IN,2021-10-19,,TVS TRU4 SKUUTA 10W30 ENGINE OIL 900ML,409.15,STEERING O/H,450.0,805.0,2021,2021.0,43060.0,NAN,FASCINO,,3
839,TN99F6809,TVS,SCOOTY PEP PLUS,88.0,2016,100000019.0,SRI VENKATESWAR AUTOS,2021-11-24,BLACK,26000.0,OUTDOOR ACTIVITY,2022-01-05,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,380.34,GENERAL SERVICING  - MCYCLE,650.0,980.0,2022,2022.0,33000.0,NAN,SCOOTY PEP PLUS,,6
840,TN99Q1775,TVS,SCOOTY PEPPLUS BSIV,88.0,2019,100000019.0,SRI VENKATESWAR AUTOS,2022-03-23,RACING RED,55000.0,WALK IN,2022-03-23,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,357.29,GENERAL SERVICING  - MCYCLE,650.0,960.0,2022,2022.0,58000.0,NAN,SCOOTY PEPPLUS,BSIV,3
841,TN99U7952,HERO,SPLENDOR PLUSI3S-SELF-DRUM-CAST,97.0,2021,100000019.0,SRI VENKATESWAR AUTOS,2022-08-13,NAN,64000.0,WALK IN,2022-08-13,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,362.0,GENERAL SERVICING  - MCYCLE,650.0,1012.0,2022,2022.0,77000.0,NAN,SPLENDOR PLUS,I3S SELF DRUM CAST,1
844,AP39JY7857,BAJAJ,PULSAR 220 DTSI F,220.0,2021,100000027.0,WHEELSMART,2022-05-23,NAN,128440.0,WALK IN,2022-05-23,,,,,0.0,,2022,2022.0,143560.0,OTHERS,PULSAR 220,DTSI F,1
846,MH05DD2437,TVS,JUPITER,110.0,2017,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-08-10,MAG PURPLE,40500.0,WALK IN,2022-08-10,,TVS TRU4 SKUUTA 10W30 ENGINE OIL 900ML,390.0,STEERING STEM/BALL RACE RPLCMENT O/H - SCOOTER,200.0,590.0,2022,2022.0,55500.0,NAN,JUPITER,,5
847,DL5SBR3988,TVS,APACHE RTR 160 4V,160.0,2018,100000017.0,RAJPOOT BEST DEALS PVT LTD,2022-02-26,MET BLUE,47700.0,WALK IN,2022-02-26,,,,,0.0,,2022,2022.0,72300.0,OTHERS,APACHE RTR160,4V,4
849,DL11SU5172,TVS,JUPITER BSIV,110.0,2017,100000003.0,KRISH AUTOMOBILES,2021-03-16,BLACK,29000.0,WALK IN,2021-03-23,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,290.0,WATER  WASH - SCOOTY,50.0,340.0,2022,2022.0,54000.0,NAN,JUPITER,BSIV,5
850,TN99T5457,TVS,SCOOTY PEPPLUS,88.0,2020,100000019.0,SRI VENKATESWAR AUTOS,2022-03-30,SYRAH RED,49000.0,WALK IN,2022-05-13,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,417.22,,0.0,362.0,2022,2022.0,55000.0,OTHERS,SCOOTY PEPPLUS,,2
852,AP35AK2281,TVS,JUPITER BSIV,110.0,2017,100000026.0,WHEELSMART,2022-07-15,DP MATTE BLUE,36000.0,OUTDOOR ACTIVITY,2022-07-17,110cc,,,,0.0,,2022,2022.0,42000.0,NAN,JUPITER,BSIV,5
853,RJ13GS0056,HERO,HF DELUXEE SELF-DRUM-CAST,97.0,2020,100000013.0,SHANTI TRUMOTO,2022-10-29,NAN,46371.0,OUTDOOR ACTIVITY,2022-10-29,,SPARK PLUG C6HA GL/GX/CITY/SPORT,78.0,,220.0,298.0,2022,2022.0,48509.0,SCUF(SRIRAM),HF DELUXE,DRUM SELF CAST,2
855,TN37DJ5838,HONDA,DIO DRUM,110.0,2020,100000019.0,SRI VENKATESWAR AUTOS,2022-01-04,NAN,77000.0,WALK IN,2022-01-04,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,357.29,GENERAL SERVICING  - MCYCLE,650.0,960.0,2022,2022.0,80360.0,OTHERS,DIO,,2
858,TN29BP3270,YAMAHA,-FZS,149.0,2020,100000020.0,JAISUBHA MOTORS,2022-11-30,NAN,17000.0,TELEPHONE,2022-12-29,,ENGINE OIL,403.38,,0.0,350.0,2022,2022.0,23000.0,NAN,FZS,,2
864,TS08FW4610,TVS,JUPITER BSIV,110.0,2018,100000002.0,OSSS TRUMOTO,2020-12-18,BEAVER BROWN,43000.0,WALK IN,2020-12-18,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,290.0,,0.0,290.0,2021,2021.0,47480.0,INDUSIND,JUPITER,BSIV,3
865,DL8SBZ9344,HERO,PASSION PRO DRUM-SELF-CAST,110.0,2016,100000003.0,KRISH AUTOMOBILES,2021-03-19,NAN,18000.0,WALK IN,2021-03-23,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,290.0,GENERAL SERVICING  - SCOOTER,300.0,590.0,2022,2022.0,55000.0,NAN,PASSION PRO,DRUM SELF CAST,6
867,TN30BH6895,TVS,APACHE RTR 160 BSIV,160.0,2017,100000020.0,JAISUBHA MOTORS,2022-06-30,NAN,50000.0,WALK IN,2022-07-06,,ENGINE OIL,403.39,,0.0,350.0,2022,2022.0,55000.0,NAN,APACHE RTR160,BSIV,5
875,AP39HZ7127,BAJAJ,PULSAR 150 DTSI,150.0,2021,100000026.0,WHEELSMART,2022-10-20,NAN,94400.0,OUTDOOR ACTIVITY,2022-11-19,,,,,0.0,,2022,2022.0,94802.0,NAN,PULSAR 150,DTSI,1
876,MH06CB2832,HONDA,CB UNICORN,150.0,2019,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-02-14,NAN,62000.0,WALK IN,2022-02-28,150CC,GEAR OIL,73.13,VARIATOR ASSY O/H / DRIVE BELT RPLCMENT - SCOOTER,100.0,160.0,2022,2022.0,64234.0,NAN,CB UNICORN 160,,3
877,RJ07SV1881,TVS,SPORT,110.0,2015,100000013.0,SHANTI TRUMOTO,2022-05-24,FL RED,12500.0,WALK IN,2022-05-24,100cc,PLATE CLUTCH DRIVE SET-4 VICTOR/STAR,391.22,,0.0,321.0,2022,2022.0,16530.0,TVSCS,SPORT,,7
878,AP31ED8474,BAJAJ,PULSAR 220 DTSI F,220.0,2017,100000023.0,WHEELSMART,2022-08-23,NAN,63500.0,WALK IN,2022-09-12,,ENGINE OIL 20W50 1 LT BAJAJ,490.0,GENERAL SERVICING  - MCYCLE,1260.0,1750.0,2022,2022.0,95500.0,NAN,PULSAR 220,DTSI F,5
880,TN30BF6635,HONDA,ACTIVA 125 CBS BSIII,125.0,2016,100000020.0,JAISUBHA MOTORS,2022-09-24,NAN,42000.0,TELEPHONE,2022-09-24,,ENGINE OIL,350.0,,0.0,350.0,2022,2022.0,48000.0,NAN,ACTIVA 125,CBS BSIII,6
883,DL4SCM5090,HERO,HF-DELUXEE SELF -CAST WHEELS,97.0,2015,100000003.0,KRISH AUTOMOBILES,2021-10-24,NAN,15000.0,WALK IN,2021-12-31,100cc,,,,0.0,,2021,2021.0,28776.0,NAN,HF DELUXE,SELF  CAST WHEELS,6
885,AP39LM6596,SUZUKI,ACCESS 125 DISC(ALLOY WHEEL),124.0,2021,100000026.0,WHEELSMART,2022-07-16,NAN,80000.0,OUTDOOR ACTIVITY,2022-07-19,,,,,0.0,,2022,2022.0,90000.0,NAN,ACCESS 125,DISC ALLOY WHEEL,1
886,AP39F9767,BAJAJ,PULSAR 150 DTSI,150.0,2019,100000026.0,WHEELSMART,2022-08-15,NAN,81300.0,OUTDOOR ACTIVITY,2022-09-15,,,,,0.0,,2022,2022.0,84700.0,NAN,PULSAR 150,DTSI,3
891,MH05EF3765,TVS,APACHE RTR 160 4V,160.0,2019,100000018.0,SHREE LAXMI  AUTOMOBILES,2021-10-14,MET BLUE,66500.0,WALK IN,2021-10-14,,,,,0.0,,2021,2021.0,66500.0,NAN,APACHE RTR160,4V,2
894,AP39DS9247,BAJAJ,PULSAR 220 DTSI F ABS),220.0,2020,100000023.0,WHEELSMART,2022-07-24,NAN,113450.0,WALK IN,2022-07-30,,ENGINE OIL 20W50 1 LT BAJAJ,490.0,GENERAL SERVICING  - MCYCLE,510.0,1000.0,2022,2022.0,126550.0,NAN,PULSAR 220,DTSI F ABS,2
896,AP39GV5529,TVS,JUPITER,110.0,2020,100000023.0,WHEELSMART,2022-09-03,BLACK,54570.0,WALK IN,2022-09-28,,ENG OIL,270.0,GENERAL SERVICING  - MCYCLE,400.0,670.0,2022,2022.0,62430.0,OTHERS,JUPITER,,2
899,DL5SAX7018,HERO,SPLENDOR PLUS,97.0,2016,100000021.0,BAJWA AUTOMOBILES,2022-10-30,NAN,32500.0,TELEPHONE,2022-10-30,,,,,0.0,,2022,2022.0,35500.0,NAN,SPLENDOR PLUS,,6
900,UP32LP3690,TVS,JUPITER,110.0,2020,100000005.0,RAFTAAR TRUMOTO,2022-06-22,SP SILVER,42000.0,WALK IN,2022-06-28,110CC BS6,ENGINE OIL,230.51,,0.0,200.0,2022,2022.0,50000.0,NAN,JUPITER,,2
901,UP32LK5048,TVS,JUPITER BSIV,110.0,2019,100000005.0,RAFTAAR TRUMOTO,2022-08-04,VOLCANO RED,42000.0,WALK IN,2022-08-12,110CC BS6,SEAT COVER,150.0,CLUTCH CLEAN& GREECE,150.0,300.0,2022,2022.0,63000.0,NAN,JUPITER,BSIV,3
902,DL9SBE9144,HONDA,AVIATOR STD,110.0,2016,100000003.0,KRISH AUTOMOBILES,2021-03-12,NAN,18000.0,WALK IN,2021-03-23,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,290.0,GENERAL SERVICING  - SCOOTER,300.0,590.0,2022,2022.0,48000.0,NAN,AVIATOR,,6
903,DL8SCP1505,TVS,JUPITER BSIV,110.0,2019,100000017.0,RAJPOOT BEST DEALS PVT LTD,2022-06-23,TITANIUM GREY,37000.0,WALK IN,2022-06-23,110CC,,,,0.0,,2022,2022.0,67000.0,NAN,JUPITER,BSIV,3
906,RJ02BC1159,HERO,HF DELUXEE,97.0,2018,100000009.0,PAKHI TRUMOTO,2021-10-23,NAN,35000.0,WALK IN,2021-10-25,KICK ALLOY 100CC,BRAKE SHOE,290.06,GENERAL SERVICING  - MCYCLE,200.0,438.0,2022,2022.0,41720.0,NAN,HF DELUXE,,4
907,TN90B1947,TVS,JUPITER,110.0,2016,100000020.0,JAISUBHA MOTORS,2021-12-06,MAG PURPLE,54000.0,WALK IN,2021-12-06,110cc,,,,0.0,,2021,2021.0,54060.0,NAN,JUPITER,,5
909,DL5SBQ1476,HONDA,ACTIVA 125,125.0,2018,100000021.0,BAJWA AUTOMOBILES,2022-07-14,NAN,35000.0,TELEPHONE,2022-09-06,,ENGINE OIL,355.0,,0.0,355.0,2022,2022.0,71000.0,NAN,ACTIVA 125,,4
910,MH43BT5869,TVS,JUPITER BSIV,110.0,2019,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-02-14,C WHITE,50000.0,WALK IN,2022-02-28,110CC,GEAR OIL,73.13,FR (OR) RR WHEEL BEARING RPLCMENT - APACHE,75.0,135.0,2022,2022.0,52000.0,NAN,JUPITER,BSIV,3
912,TN37DA2839,ROYAL ENFIELD,CLASSIC 350 BS IV,350.0,2017,100000019.0,SRI VENKATESWAR AUTOS,2022-02-26,NAN,92000.0,WALK IN,2022-02-26,350cc,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,357.29,GENERAL SERVICING  - MCYCLE,650.0,960.0,2022,2022.0,95000.0,OTHERS,CLASSIC 350,BSIV,5
913,RJ13HS4376,HERO,SPLENDOR PLUS SELF-DRUM-CAST,97.0,2020,100000013.0,SHANTI TRUMOTO,2022-10-09,NAN,53400.0,OUTDOOR ACTIVITY,2022-10-09,,KEY,80.0,,0.0,80.0,2022,2022.0,53882.0,SCUF(SRIRAM),SPLENDOR PLUS,DRUM SELF CAST,2
914,TN88E8611,HERO,HF DELUXEE KICK-DRUM-CAST,97.0,2019,100000020.0,JAISUBHA MOTORS,2022-05-28,NAN,43000.0,WALK IN,2022-05-30,IBS BLACK SELF ALLOY 100cc	,,,,0.0,,2022,2022.0,48000.0,NAN,HF DELUXE,KICK DRUM CAST,3
